"","repoID","repoURL","user_type","num_forks","num_commits","num_analyzed_commit","num_PR","num_issue","analyzed_pr","ratio_analyzedPR","num_pr_has_linked_issue","central_management_index","num_reject_duplicate_pr","ratio_reject_duplicate_pr","num_modularity_case","modularity","issue_before_PR","issue_after_PR","ratio_mergedPR","ratio_mergedPR_AllType","ratio_rejectedPR","ratio_rejectedPR_AllType","code_changes_size_median_file","code_changes_size_mean_file","code_changes_size_median_loc","code_changes_size_mean_loc","language","size","project_type","num_coreMember","num_fork_ght","repo_age","repoID.1","easiness_mean_external","easiness_median_external","easiness_geoMean_external","easiness_filtered_mean_external","easiness_filtered_median_external","easiness_filtered_geoMean_external","easiness_merged_mean_external","easiness_merged_median_external","easiness_merged_geoMean_external","easiness_filtered_merged_mean_external","easiness_filtered_merged_median_external","easiness_rejected_mean_external","easiness_rejected_median_external","easiness_rejected_geoMean_external","easiness_filtered_rejected_mean_external","easiness_filtered_merged_geoMean_external","easiness_filtered_rejected_median_external","easiness_filtered_rejected_geoMean_external","projectID","num_PR.1","num_merged_PR","ratio_merged_PR","num_merged_PR_allType","ratio_merged_PR_allType","num_closed_PR","num_reject_PR","num_open_PR","num_PR_preCommunicate","num_PR_preCommunicate_external","analyzed_PR","num_rejected_PR_duplicate","ratio_rejected_PR_duplicate","num_PR_link_to_Issue","central_mgmt_index","num_PR_link_to_Issue_external","central_mgmt_index_external","central_mgmt_index_IssueEarly","num_PR_link_to_Issue_early","num_issue.1","new_num_merged_allType","new_ratio_merged_allType","new_ratio_merged_PR_ofClosedPR","num_PR_withTest","ratio_PR_withTest","num_PR_withTest_external","ratio_PR_withTest_external","num_PR_withTest_external_merged","ratio_PR_withTest_external_merged","num_PR_merged_external_noRobot","ratio_PR_merged_external_noRobot","median_mergePR_exprience","median_submitPR_exprience","ratio_PR_preCommunicate","num_PR_wip_preCom_external","ratio_PR_wip_preCom_external","num_PR_reject_external","num_allPR_wip_preCom","ratio_allPR_wip_preCom","num_closed_PR_external","ratio_PR_preCommunicate_external","num_PR_wip_external","ratio_PR_wip_external","num_PR_wip_and_preComm_external","ratio_PR_wip_and_preComm_external","num_closed_PR_external_WIP","num_closed_PR_external_preComm","ratio_PR_preCommunicate_external_of_linkedPR_external","new_num_PR_link_to_Issue_external","num_PR_preCommunicate_wip_both_external","ratio_PR_preComm_wip_both_external_of_linkedPR_external","ratio_social_connection","ratio_social_connection_external","hotness_median","hotness_mean","hotness_median_external","hotness_mean_external","hotness_median_external_correct","hotness_mean_external_correct","projectID.1","num_fork_total","num_sampled_fork","num_Fork_merge_PR","num_Fork_submit_PR","ratio_Fork_merge_PR","ratio_Fork_submit_PR","num_star","num_watcher","has_issue","network_count","subscribers_count","num_fork_attemptContribute","ratio_fork_attemptContribute","projectID.2","Modularity_median","Mod_allFile_500","Mod_filterFile_500","Mod_allFile_1000","Mod_filterFile_1000","Mod_allFile_1000_withMergeCommits","Mode_filterFile_1000_withMergeCommits","num_file_all","num_file_afterFilter","num_commit","Mod_allFile_50","Mod_filterFile_50","Mod_allFile_100","Mod_filterFile_100","mod_external_50_allFile","mod_external_50_filterFile","projectID.3","num_Dup_label_comment_PR_all","ratio_Dup_label_comment_PR_of_all_closed_PR","num_Dup_label_comment_PR_external","ratio_Dup_label_comment_PR_of_external_closed_PR","num_Dup_label_comment_hasKeyword_PR_all","ratio_Dup_label_comment_hasKeyword_PR_of_all_closed_PR","num_Dup_label_comment_hasKeyword_PR_external","ratio_Dup_label_comment_hasKeyword_PR_of_external_closed_PR","num_Dup_label_comment_PR_all_hasLinkedIssue","ratio_Dup_label_comment_PR_all_hasLinkedIssue_of_all_closed_PR","num_Dup_label_comment_PR_all_hasLinkedIssue_selfSubmit","ratio_Dup_label_comment_PR_all_hasLinkedIssue_selfSubmit","num_Dup_label_comment_PR_all_preCommunicate","ratio_Dup_label_comment_PR_all_preCommunicate_of_all_closed_PR","ratio_Dup_label_comment_PR_of_all_REJECTED_PR","num_Dup_label_comment_PR_all_preCommunicate_WIP","num_Dup_label_comment_PR_external_preCommunicate_WIP","ratio_Dup_both_PR_all_preComm_wip_of_all_PR_external","num_Dup_label_comment_PR_external_WIP","ratio_Dup_label_comment_PR_external_WIP_of_all_PR_external","num_Dup_label_comment_PR_external_preComm","ratio_Dup_label_comment_PR_external_preComm_of_all_PR_external","num_Dup_label_comment_PR_WIP_external_preComm","num_Dup_both_PR_external_preComm_WIP","ratio_Dup_both_PR_external_preComm_WIP_of_all_PR_external","num_PR_all_hasLinkedIssue_selfSubmit","num_Dup_label_comment_PR_all_hasLinkedIssue_selfSubmit_WIP","num_PR_all_hasLinkedIssue_selfSubmit_WIP","ratio_Dup_label_comment_PR_all_hasLinkedIssue_selfSubmit_WIP","projectID.4","num_fork_levDistance_2","ratio_fork_levDistance_2","num_fork_levDistance_3","ratio_fork_levDistance_3","num_different_name","ratio_hardFork_withPR","num_hardFork_withPR_nameChange","ratio_hardFork_withPR_nameChange","num_hardFork_withPR","num_hardFork_PR_nameChange_onlyF","ratio_hardFork_PR_nameChange_onlyF","PRMergeRatio","NumPRs","NumForks","Size","ProjectAge","MedianSubmitterExperience","SubmitterPriorExperience","RatioPRsWithTests","CentralizedMngmtIndex","ModularityIndex","AdditiveContributionIndex","num_rejected_PR","ratio_PR_reject_external","PRHotness","SocialConnections","SubmitterSocialConnections","RatioDuplicatePRs","RatioPrecommunicatedPRs","HasHardFork"
"17",20,"TasteJS/todomvc","Organization",12926,4160,214,1191,686,190,0.159529806,400,0.335852225,17,0.033268101,24,2.65151524543762,196,49,0.570948782535684,0.675062972,0.382031905961377,0.27791771620487,NA,NA,NA,NA,"JavaScript",62809,NA,4,9360,2637,20,0.139465291256831,0,0,0.148286514133509,0,0,0.11179476796875,0,0,0.126537105833981,0,0.202557035087719,0,0,0.201949317738791,0,0,0,20,1191,680,0.570948782535684,731,0.691015952980689,1135,287,56,137,64,190,13,0.032019704,400,0.335852225,257,0.282417582,0.294710327,351,686,848,0.61209068,0.747136563,39,0.032745591,34,0.037362637,8,0.012345679,592,0.65054945,0,0,0.120704845,64,0.07520564,263,137,0.120704845,851,0.07520564,0,0,0,0,NA,64,0.268907563,238,11,0.046218487,0.0470193,0.0402098,0,0.729412,0,0.741259,1,4.35839,20,12926,99,32,33,0.323232323,0.333333333,24118,24118,"true",13055,1188,39,0.393939393,20,2.65151524543762,2.1547227,1.9717095,0.9452278,1.0019972,1.2196466,1.4472793,728,341,2285,19.166666,28.57143,17.931036,21.904762,9.868969,10.911361,20,22,0.019383259,18,0.021151586,3,0.002643171,3,0.003525264,12,0.010572687,2,0.03030303,4,0.003524229,0.073170731,3,3,0.003525264,0,NA,3,0.046875,NA,NA,NA,66,NA,NA,NA,20,2,0.02020202,2,0.02020202,3,NA,NA,NA,NA,1,0.01010101,0.65054945,851,9.46699606582284,11.04785365429,2637,0,FALSE,0.0366815662850287,0.294710327,0.89088639,0.126537105833981,287,0.309048178613396,1.67866355682734,0.0402098,TRUE,0.021151586,0.268907563,TRUE
"18",21,"facebook/react-native","Organization",14511,25844,12637,6896,12630,3802,0.551334106,2410,0.349477958,150,0.023794416,16,0.0493688285714286,1316,293,0.08584686774942,0.214327146,0.883845707656613,0.755365429234339,1,3,6,144,"JavaScript",225761,NA,33,8966,1321,21,0.0175364018150087,0,0,0.0314368775883,0,0,0.015521971890971,0,0,0.0156216149151313,0,0.019375210510764,0,0,0.0356342423348862,0,0,0,21,6896,592,0.08584686774942,1629,0.478393271461717,6687,2074,209,504,412,3802,87,0.017173312,2410,0.349477958,1634,0.322097378,0.262035962,1807,12630,4613,0.235063805,0.689845969,575,0.08338167,364,0.071752414,30,0.013186813,3132,0.617386162,0,0,0.075370121,492,0.10239334,1745,601,0.089875878,4805,0.085744016,87,0.018106139,7,0.001456815,87,412,0.272126816,1514,205,0.135402906,0.00826566,0.00497358,1,2.98533,1,3.01741,6,22.5082,21,14511,99,41,59,0.414141414,0.595959595,66897,66897,"true",15062,3607,61,0.616161616,21,0.0493688285714286,2.675732,2.955548,2.4534252,2.788021,2.4040098,2.7178636,497,421,2024,12.982798,16.944689,7.077678,8.342912,8.919784,15.586821,21,148,0.022132495,114,0.023725286,7,0.001046807,7,0.001456815,71,0.010617616,11,0.027295285,17,0.002542246,0.054484088,19,19,0.003954214,4,0.045977011,15,0.036407766,NA,NA,NA,403,NA,8,NA,21,1,0.01010101,NA,NA,2,NA,NA,NA,NA,2,0.02020202,0.617386162,4805,9.58266226149109,12.3272321965595,1321,0,FALSE,0.0692950788843623,0.262035962,0.84413179,0.0156216149151313,2074,0.363163371488033,3.15734929645626,0.00497358,TRUE,0.023725286,0.272126816,TRUE
"20",23,"spring-projects/spring-boot","Organization",18546,3991,172,2618,10785,163,0.062261268,1165,0.44499618,102,0.039534883,24,0.009858762845397,295,231,0.014514896867838,0.246753246,0.971734148204736,0.739495798319328,NA,NA,NA,NA,"Java",77203,NA,5,8873,2133,23,0.0795059246575342,0,0,0.0619132864852043,0,0,0.0381891481481482,0,0,0.0356481481481482,0,0.125563506493507,0,0,0.0928810367122055,0,0,0,23,2618,38,0.014514896867838,1184,0.71161191749427,2582,629,36,328,288,163,80,0.056939501,1165,0.44499618,1007,0.395056885,0.323529411,847,10785,1953,0.449579831,0.756390395,189,0.072192513,184,0.07218517,60,0.032858707,1900,0.745390349,2,3,0.127033307,342,0.145717937,593,408,0.158017041,2347,0.122709842,74,0.031529612,20,0.008521516,74,288,0.321070234,897,100,0.11148272,0.000381971,0.00106157,1,0.681398,1,0.684713,1,2.76008,23,18546,100,29,33,0.29,0.33,27187,27187,"true",19676,2818,33,0.33,23,0.009858762845397,3.6645732,4.347536,2.52353,3.0774326,2.558223,3.1101978,654,548,1823,6.151743,6.2525883,10.130181,11.532009,3.7505972,3.7952561,23,104,0.040278853,88,0.037494674,78,0.03020914,64,0.027268853,66,0.02556158,21,0.075,22,0.008520526,0.170111287,22,22,0.009373668,5,0.067567567,20,0.069444444,NA,NA,NA,280,3,33,0.09090909,23,NA,NA,NA,NA,3,NA,NA,NA,NA,0,0,0.745390349,2347,9.82800941136017,11.2541935953615,2133,1.38629436111989,TRUE,0.0696987809409025,0.323529411,0.962047439,0.0356481481481482,629,0.252662974009374,1.3244402337712,0.00106157,TRUE,0.037494674,0.321070234,FALSE
"22",25,"airbnb/javascript","Organization",13572,2928,131,1022,789,94,0.091976516,284,0.277886497,20,0.051679586,24,1.97044336795807,125,29,0.62133072407045,0.635029354,0.349315068493151,0.335616438356164,1,1,2,11,"JavaScript",2775,NA,NA,8220,2120,25,0.0125968953488372,0,0,0.0232558139534884,0,0,0.0135416625,0,0,0.025,0,0,0,0,0,0,0,0,25,1022,635,0.62133072407045,661,0.643835616438356,992,334,30,60,54,94,18,0.053571428,284,0.277886497,192,0.209606986,0.14774951,151,789,658,0.641878669,0.663306451,3,0.00293542,3,0.003275109,2,0.003508771,565,0.616812227,0,0,0.06048387,54,0.061293984,325,60,0.06048387,881,0.061293984,0,0,0,0,NA,54,0.301675977,179,7,0.039106145,0.0264188,0.019802,1,1.54245,1,1.58416,12.5,21.9307,25,13572,100,22,29,0.22,0.29,74051,74051,"true",14151,3202,34,0.34,25,1.97044336795807,15.852131,20.923077,17.563292,27.906979,16.842106,22.682928,57,26,1372,12.477718,5.555556,11.84669,11.428572,11.857708,16.363636,25,14,0.014112903,14,0.015891032,4,0.004032258,4,0.004540295,4,0.004032258,2,0.037037037,2,0.002016129,0.056886227,2,2,0.002270147,0,NA,2,0.037037037,NA,NA,NA,54,NA,NA,NA,25,13,0.13,13,0.13,10,NA,NA,NA,NA,0,0,0.616812227,881,9.51576412590412,7.92840602618053,2120,0,FALSE,0.00326975751180711,0.14774951,0.83636364,0.025,334,0.368898978433598,3.13247662409683,0.019802,TRUE,0.015891032,0.301675977,FALSE
"25",28,"AFNetworking/AFNetworking","Organization",9599,3065,185,1387,2776,174,0.125450612,419,0.302090843,28,0.037184594,24,0.324675321578979,323,67,0.457101658255227,0.490266762,0.488824801730353,0.455659697188176,NA,NA,NA,NA,"Objective-C",5451,NA,NA,7927,2640,28,0.0260826975308642,0,0,0.0222908093278464,0,0,0.0144057647058824,0,0,0.00840336134453781,0,0.0545893695652174,0,0,0.0567632850241546,0,0,0,28,1387,634,0.457101658255227,791,0.56308579668349,1312,531,75,80,65,174,21,0.039179104,419,0.302090843,339,0.280165289,0.214131218,297,2776,781,0.559480894,0.59527439,57,0.04109589,53,0.043801652,24,0.036144578,637,0.52644628,0,0,0.060975609,66,0.06043956,503,82,0.0625,1092,0.059523809,2,0.001831501,1,0.00091575,2,65,0.208333333,312,29,0.092948717,0.0122567,0.013468,1,1.27877,1,1.28956,4,6.96801,28,9599,100,35,40,0.35,0.4,31357,31357,"true",9624,1762,51,0.51,28,0.324675321578979,9.161556,14.003436,10.752776,22.457684,12.095791,26.355297,182,97,2019,18.527178,17.567568,13.732394,14.396456,15.000001,17.647058,28,35,0.026676829,31,0.028388278,9,0.006859756,8,0.007326007,13,0.009908536,1,0.016949152,1,0.000762195,0.058380414,1,1,0.00091575,0,0,1,0.015384615,NA,NA,NA,59,NA,NA,NA,28,NA,NA,NA,NA,3,NA,NA,NA,NA,2,0.02,0.52644628,1092,9.16941420536354,8.60355435706428,2640,0,FALSE,0.0428694829045974,0.214131218,0.82352942,0.00840336134453781,531,0.460622710622711,2.07543477530159,0.013468,TRUE,0.028388278,0.208333333,TRUE
"26",29,"daneden/animate.css","User",11059,904,76,267,553,78,0.292134831,49,0.183520599,3,0.019354838,24,2.77777791023254,39,8,0.419475655430712,0.445692883,0.539325842696629,0.51310861423221,NA,NA,NA,NA,"CSS",591,NA,NA,7872,2506,29,0.08836364,0,0,0.04,0,0,0.0494456829268293,0,0,0,0,0.135294117647059,0,0,0.0882352941176471,0,0,0,29,267,112,0.419475655430712,118,0.449438202247191,256,138,11,7,7,78,2,0.014492753,49,0.183520599,42,0.164705882,0.138576779,37,553,118,0.441947565,0.4609375,12,0.04494382,12,0.047058823,0,0,109,0.42745098,0,0,0.02734375,7,0.028571428,136,7,0.02734375,245,0.028571428,0,0,0,0,NA,7,0.170731707,41,2,0.048780487,0.0149813,0.00606061,1,2.18023,1,2.21212,5,6.74545,29,11059,99,23,39,0.232323232,0.393939393,53102,53102,"true",11355,2347,42,0.424242424,29,2.77777791023254,11.964728,47.61905,11.964728,47.61905,11.964728,47.61905,191,7,370,25.230768,0,18.413462,66.66667,61.71717,0,29,4,0.015625,4,0.01632653,1,0.00390625,1,0.004081632,0,0,NA,NA,0,0,0.028985507,0,NA,0,0,NA,0,0,NA,NA,NA,6,NA,NA,NA,29,3,0.03030303,3,0.03030303,8,0.01010101,1,0.01010101,1,1,0.01010101,0.42745098,245,9.31099985507536,6.3818160174061,2506,0,FALSE,0.0459851127362054,0.138576779,1,0,138,0.555102040816327,2.04710557418227,0.00606061,TRUE,0.01632653,0.170731707,TRUE
"27",30,"nightscout/cgm-remote-monitor","Organization",16333,8107,130,3129,470,244,0.077980185,158,0.050495365,12,0.005378753,20,0.769860744476318,993,21,0.286992649408757,0.318951741,0.704697986577181,0.672738894215404,NA,NA,NA,NA,"JavaScript",18489,NA,NA,7539,1553,30,0.0337277009803922,0,0,0.0120663650075415,0,0,0.00714285714285714,0,0,0,0,0.0476153059701493,0,0,0.0183696900114811,0,0,0,30,3129,898,0.286992649408757,1070,0.425375519335251,3103,2034,26,42,16,244,7,0.003434739,158,0.050495365,38,0.015599343,0.044103547,138,470,1069,0.340364333,0.344505317,39,0.012464046,34,0.013957307,1,0.001432664,444,0.182266009,0,1,0.013535288,22,0.009121061,1973,434,0.139864647,2412,0.006633499,6,0.002487562,0,0,6,16,0.432432432,37,8,0.216216216,0,0,1,3.78971,1,4.03047,23,29.9068,30,16333,100,20,25,0.2,0.25,506,506,"true",17975,180,38,0.38,30,0.769860744476318,7.7836776,7.728917,7.707075,12.883435,7.6942997,12.547299,226,103,3293,18.181818,4.3956046,7.7294683,4.367816,16.666668,33.333336,30,13,0.004189494,4,0.001658374,1,0.000322268,0,0,1,0.000322268,NA,NA,0,0,0.00245821,0,NA,0,0,0,0,0,NA,NA,NA,33,NA,12,NA,30,NA,NA,NA,NA,1,NA,NA,NA,NA,1,0.01,0.182266009,2412,9.70094288005314,9.82493123963035,1553,0.693147180559945,TRUE,0.0138608007323163,0.044103547,0.66666664,0,2034,0.817993366500829,3.43097622441793,0,FALSE,0.001658374,0.432432432,TRUE
"28",31,"ansible/ansible","Organization",11336,69209,4954,22715,18202,1665,0.073299581,7725,0.340083645,318,0.046113689,78,0.00583631778135896,12785,1583,0.696412062513757,0.702311248,0.238168611049967,0.232269425489764,1,3,7,104,"Python",122040,NA,NA,7241,2360,31,0.104075350759607,0,0,0.137302210262054,0,0,0.102715542701863,0,0,0.122426098745975,0,0.106600225469729,0,0,0.157199928373342,0,0,0,31,22715,15819,0.696412062513757,17085,0.749768875192604,21229,4221,1486,1700,1026,1665,192,0.043765671,7725,0.340083645,3554,0.302236584,0.266607968,6056,18202,17008,0.741448382,0.801168213,722,0.031785163,470,0.039969385,221,0.028304303,7855,0.667998979,1,1,0.080079137,1315,0.125741059,2901,3478,0.163832493,10458,0.098106712,319,0.030502964,30,0.002868617,319,1026,0.336724647,3047,362,0.118805382,0.000748404,0,1,1.78512,1,1.79201,2,9.36365,31,11336,99,53,72,0.535353535,0.727272727,31651,31651,"true",12182,1988,73,0.737373737,31,0.00583631778135896,0.9981142,1.395572,0.5903654,0.91953826,0.563584,0.92221236,887,529,33032,6.206452,10.342342,2.5272434,3.7624347,8.137255,11.860175,31,472,0.022233736,306,0.029259896,29,0.001366055,22,0.002103652,231,0.010881341,58,0.044039483,72,0.003391586,0.081497275,58,58,0.005545993,11,0.034482758,49,0.047758284,NA,NA,NA,1317,4,80,0.05,31,2,0.02020202,2,0.02020202,4,NA,NA,NA,NA,1,0.01010101,0.667998979,10458,9.33573878137052,11.7121041388306,2360,0.693147180559945,TRUE,0.0391912752199896,0.266607968,0.88139825,0.122426098745975,4221,0.277395295467585,2.33830449138473,0,FALSE,0.029259896,0.336724647,TRUE
"29",32,"BVLC/caffe","Organization",14801,13249,405,2139,4275,310,0.144927536,810,0.378681626,124,0.116541353,20,0.188028290867805,668,108,0.502571294997663,0.532491818,0.38148667601683,0.351566152407667,1,3,7,220,"C++",64098,NA,NA,7180,1805,32,0.02788525,0,0,0.0346122882964988,0,0,0.0158024666666667,0,0,0.0172839506172839,0,0.0477208849557522,0,0,0.0705629721931538,0,0,0,32,2139,1075,0.502571294997663,1157,0.547452080411407,1891,747,248,162,99,310,73,0.097074468,810,0.378681626,479,0.324306025,0.277232351,593,4275,1144,0.532491818,0.604970914,151,0.070593735,122,0.082599864,34,0.052550231,633,0.428571428,0,1,0.085668958,113,0.093931837,624,222,0.117398202,1203,0.082294264,22,0.018287614,8,0.006650041,22,99,0.25,396,60,0.151515151,0.000467508,0,1,3.89336,1,4.43274,4,20.0393,32,14801,100,15,24,0.15,0.24,25011,25011,"true",15317,2216,26,0.26,32,0.188028290867805,4.935204,10.890863,3.9818208,7.825732,3.8745363,8.362283,335,133,4248,9.659091,13.157895,6.9641523,7.082453,3.320802,4.516129,32,149,0.078794288,103,0.085619285,12,0.006345848,11,0.009143807,80,0.042305658,12,0.112149532,20,0.010576414,0.156626506,20,20,0.016625103,5,0.227272727,18,0.181818181,NA,NA,NA,107,1,10,0.1,32,7,0.07,7,0.07,10,NA,NA,NA,NA,0,0,0.428571428,1203,9.60245002503719,11.0681684411739,1805,0.693147180559945,TRUE,0.0793654297572337,0.277232351,0.95483871,0.0172839506172839,747,0.518703241895262,3.04639211735407,0,FALSE,0.085619285,0.25,FALSE
"30",33,"vuejs/vue","Organization",13951,7756,218,1178,6667,130,0.110356536,683,0.579796264,3,0.006263048,12,0.157600402832031,802,137,0.593378607809847,0.601867572,0.343803056027165,0.335314091680815,1,3,7,51,"JavaScript",23561,NA,NA,7020,1850,33,0.0384615384615385,0,0,0.0170940170940171,0,0,0,0,0,0,0,0.0918367346938776,0,0,0.0408163265306122,0,0,0,33,1178,699,0.593378607809847,755,0.621392190152801,1104,353,74,101,70,130,6,0.016949152,683,0.579796264,288,0.32951945,0.353989813,417,6667,751,0.636672325,0.680253623,121,0.102716468,111,0.127002288,41,0.073741007,506,0.578947368,0,0,0.091485507,74,0.098666666,296,133,0.120471014,750,0.093333333,4,0.005333333,0,0,4,70,0.341463414,205,32,0.15609756,0.0144312,0.00694444,1,2.1242,1,2.23843,1,4.80324,33,13951,98,26,46,0.265306122,0.469387755,109075,109075,"true",15246,5305,46,0.469387755,33,0.157600402832031,16.910757,20.27861,6.098305,6.488881,6.5990977,6.950382,167,107,718,10.05291,9.090909,14.335318,18.530611,6.6386557,7.41688,33,12,0.010869565,8,0.010666666,2,0.001811594,2,0.002666666,7,0.006340579,2,0.028571428,2,0.001811594,0.033994334,1,1,0.001333333,0,0,1,0.014285714,NA,NA,NA,70,NA,NA,NA,33,2,0.020408163,2,0.020408163,4,NA,NA,NA,NA,0,0,0.578947368,750,9.54330646926811,10.0673480816865,1850,0,FALSE,0.119561265224168,0.353989813,0.9258312,0,353,0.394666666666667,1.75841638227157,0.00694444,TRUE,0.010666666,0.341463414,FALSE
"34",37,"angular-ui/bootstrap","Organization",7354,4091,158,2264,4439,153,0.067579505,1064,0.469964664,101,0.046013667,24,0.462534695863724,609,167,0.0304770318021201,0.481448763,0.937279151943463,0.4863074204947,NA,NA,NA,NA,"JavaScript",9938,NA,NA,6753,2147,37,0.014017202739726,0,0,0.0147586431833007,0,0,0.0162162162162162,0,0,0.018018018018018,0,0.0252946794520548,0,0,0.0249510763209393,0,0,0,37,2264,69,0.0304770318021201,1456,0.63030035335689,2191,734,73,322,187,153,70,0.094850948,1064,0.469964664,571,0.434881949,0.411219081,931,4439,1457,0.641784452,0.664993153,143,0.063162544,135,0.102817974,47,0.07768595,626,0.476770753,0,0,0.146964856,195,0.159183673,616,343,0.15654952,1225,0.152653061,12,0.009795918,4,0.003265306,12,187,0.348230912,537,87,0.162011173,0.00927562,0.0115512,1,1.328,1,1.35149,3,5.58746,37,7354,100,39,61,0.39,0.61,14678,14678,"true",7356,834,61,0.61,37,0.462534695863724,5.930711,6.1872025,9.981685,21.805746,9.932375,21.696306,131,62,1343,4.6153846,4.710145,8.258409,6.1310782,4.734694,4,37,120,0.054769511,103,0.084081632,50,0.022820629,46,0.03755102,72,0.032861706,15,0.071770334,23,0.010497489,0.133514986,20,20,0.01632653,0,0,20,0.106951871,NA,NA,NA,209,NA,4,NA,37,6,0.06,4,0.04,6,NA,NA,NA,NA,0,0,0.476770753,1225,8.90299966186122,9.20412107216227,2147,0,FALSE,0.0978686985475616,0.411219081,0.96,0.018018018018018,734,0.502857142857143,1.88516784174278,0.0115512,TRUE,0.084081632,0.348230912,FALSE
"35",38,"angular/angular-seed","Organization",7513,571,34,230,206,29,0.126086956,32,0.139130434,3,0.013636363,22,3.04679127272727,49,11,0.0434782608695652,0.217391304,0.9,0.726086956521739,NA,NA,NA,NA,"JavaScript",14334,NA,NA,6708,2798,38,0.108,0,0,0.04,0,0,0.123456777777778,0,0,0.138888888888889,0,0.1,0,0,0,0,0,0,38,230,10,0.0434782608695652,67,0.278260869565217,217,150,13,5,5,29,8,0.052980132,32,0.139130434,20,0.093896713,0.108695652,25,206,67,0.286956521,0.30875576,20,0.086956521,16,0.07511737,9,0.166666666,55,0.258215962,0,0,0.023041474,5,0.024752475,148,5,0.023041474,202,0.024752475,0,0,0,0,NA,5,0.263157894,19,3,0.157894736,0.00869565,0.0222222,1,1.35484,1,1.35556,1,2.3,38,7513,99,2,8,0.02020202,0.08080808,13274,13274,"true",7508,770,8,0.08080808,38,3.04679127272727,22.468693,19.91342,22.468693,19.91342,22.468693,19.91342,130,78,196,30.094465,25.230768,23.015236,18.546366,24.841824,22.695034,38,11,0.050691244,9,0.044554455,1,0.004608294,1,0.004950495,2,0.009216589,NA,NA,0,0,0.033333333,0,NA,0,0,NA,0,0,NA,NA,NA,4,NA,NA,NA,38,30,0.303030303,29,0.292929292,33,NA,NA,NA,NA,1,0.01010101,0.258215962,202,8.92439013236916,9.57038961655386,2798,0,FALSE,0.0724298370151203,0.108695652,0.77304966,0.138888888888889,150,0.732673267326733,1.19392246847243,0.0222222,TRUE,0.044554455,0.263157894,TRUE
"36",40,"bcit-ci/CodeIgniter","Organization",7386,1,1,2672,2843,1,0.000374251,443,0.165793413,62,0.042320819,24,0.259740263223648,1083,127,0.451721556886228,0.472305389,0.533308383233533,0.512724550898204,NA,NA,NA,NA,"PHP",50508,NA,NA,6532,2560,40,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,40,2672,1207,0.451721556886228,1430,0.528817365269461,2632,1191,40,96,78,1,44,0.036393713,443,0.165793413,387,0.155359293,0.133233532,356,2843,1441,0.53255988,0.547492401,58,0.021706586,58,0.023283821,27,0.02112676,1303,0.523083099,0,1,0.036474164,78,0.032072368,1147,96,0.036474164,2432,0.032072368,0,0,0,0,NA,78,0.209115281,373,35,0.09383378,0.00711078,0.00692521,1,1.774,1,1.7867,2,7.37119,40,7386,100,41,59,0.41,0.59,16362,16362,"true",7468,1766,62,0.62,40,0.259740263223648,6.244034,0,5.2279983,0,5.4342213,0,247,4,6124,16.971155,0,8.369409,0,20.60958,0,40,66,0.025075987,63,0.025904605,32,0.012158054,32,0.013157894,32,0.012158054,3,0.044117647,6,0.002279635,0.055415617,6,6,0.002467105,0,NA,6,0.076923076,NA,NA,NA,68,NA,NA,NA,40,7,0.07,7,0.07,8,NA,NA,NA,NA,1,0.01,0.523083099,2432,8.90734159541251,10.8298870185586,2560,0.693147180559945,TRUE,0.02301688837286,0.133233532,1,0,1191,0.471628289473684,2.12479604882805,0.00692521,TRUE,0.025904605,0.209115281,TRUE
"37",41,"nodejs/node","Organization",10330,37618,4608,12970,7992,1441,0.111102544,8023,0.618581341,212,0.018409169,38,0.0803374126553535,1535,525,0.112104857363146,0.112721665,0.87710100231303,0.876484194294526,1,10,9,1348,"JavaScript",376963,NA,NA,6512,1365,41,0.0541953753196931,0,0,0.0635634001583413,0,0,0.0443276856392294,0,0,0.0515145307742242,0,0.0857678418803419,0,0,0.099537529280944,0,0,0,41,12970,1454,0.112104857363146,10542,0.830300693909021,12830,2198,140,1488,438,1441,133,0.056619838,8023,0.618581341,1920,0.498313002,0.417116422,5410,7992,10632,0.808095605,0.828682774,1109,0.085505011,692,0.179600311,485,0.167588113,2832,0.735011679,0,0,0.115978176,461,0.129932356,960,1752,0.136554949,3548,0.12344983,32,0.009019165,9,0.00253664,32,438,0.253913043,1725,147,0.085217391,0.00292984,0.00433735,1,3.0271,1,2.81831,2,15.9812,41,10330,94,62,75,0.659574468,0.79787234,51794,51794,"true",10914,2841,75,0.79787234,41,0.0803374126553535,0.9331614,0.7956271,1.2174906,1.0890797,1.2174906,1.0890797,539,445,14209,9.187675,5.1421657,3.686801,2.2268908,2.9398463,3.9215689,41,546,0.042556508,150,0.042277339,41,0.003195635,25,0.007046223,364,0.028371005,47,0.060880829,94,0.007326578,0.208371246,28,28,0.00789177,4,0.125,25,0.057077625,NA,NA,NA,772,5,32,0.15625,41,5,0.053191489,4,0.042553191,6,NA,NA,NA,NA,1,0.010638297,0.735011679,3548,9.24280756211368,12.8399023183777,1365,0,FALSE,0.165175661607644,0.417116422,0.960784311,0.0515145307742242,2198,0.270574971815107,2.83210684976419,0.00433735,TRUE,0.042277339,0.253913043,TRUE
